Date,Store,Department,Revenue,Quantity,day_of_week,is_weekend,is_holiday,day_of_month,is_month_start,is_month_end,Revenue_growth,cumulative_Revenue,Revenue_per_day_of_week,Revenue_lag_1,Revenue_lag_7,Revenue_7day_rolling
2021-11-01,ABC,Beverages,254547.79901,917.0,0,0,0,1,1,0,,254547.79901,354874.90183043893,,,
2021-11-01,ABC,Grocery,437286.62402,2360.399,0,0,0,1,1,0,0.7178959147190309,691834.42303,354874.90183043893,254547.79901,,
2021-11-01,ABC,Household,247336.26601,1043.0,0,0,0,1,1,0,-0.43438410318563125,939170.68904,354874.90183043893,437286.62402,,
2021-11-01,XYZ,Beverages,187931.76902,779.0,0,0,0,1,1,0,-0.24017705914424303,1127102.45806,354874.90183043893,247336.26601,,
2021-11-01,XYZ,Grocery,491450.723,2987.06,0,0,0,1,1,0,1.615048671987433,1618553.18106,354874.90183043893,187931.76902,,
2021-11-01,XYZ,Household,247156.009988,1124.0,0,0,0,1,1,0,-0.49708892790050896,1865709.191048,354874.90183043893,491450.723,,
2021-11-02,ABC,Beverages,277904.838,1140.0,1,0,0,2,0,0,0.12441060208688803,2143614.029048,376486.0646607745,247156.009988,,306230.57557828573
2021-11-02,ABC,Grocery,582206.592985,3021.684,1,0,0,2,0,0,1.094985453203949,2725820.622033,376486.0646607745,277904.838,254547.79901,353038.9747175714
2021-11-02,ABC,Household,292020.462024,1195.0,1,0,0,2,0,0,-0.49842467340193164,3017841.084057,376486.0646607745,582206.592985,437286.62402,332286.665861
2021-11-02,XYZ,Beverages,251330.13,922.0,1,0,0,2,0,0,-0.13934068777911812,3269171.214057,376486.0646607745,292020.462024,247336.26601,332857.21785957145
2021-11-02,XYZ,Grocery,592195.489002,3623.716,1,0,0,2,0,0,1.356245504675464,3861366.703059,376486.0646607745,251330.13,187931.76902,390609.177857
2021-11-02,XYZ,Household,262403.349,1196.0,1,0,0,2,0,0,-0.5568974200694835,4123770.052059,376486.0646607745,592195.489002,491450.723,357888.1244284286
2021-11-03,ABC,Beverages,199145.59601,837.0,2,0,0,3,0,0,-0.24107067699810492,4322915.648069,375731.7458731569,262403.349,247156.009988,351029.4938601429
2021-11-03,ABC,Grocery,397946.965024,2155.128,2,0,0,3,0,0,0.9982714807512854,4720862.613093,375731.7458731569,199145.59601,277904.838,368178.3691492858
2021-11-03,ABC,Household,209100.513996,819.0,2,0,0,3,0,0,-0.47455180621018367,4929963.127089,375731.7458731569,397946.965024,582206.592985,314877.5007222857
2021-11-03,XYZ,Beverages,228560.219,841.0,2,0,0,3,0,0,0.09306387933782068,5158523.346089,375731.7458731569,209100.513996,292020.462024,305811.75171885715
2021-11-03,XYZ,Grocery,574684.181,3288.1,2,0,0,3,0,0,1.5143666011275565,5733207.527089,375731.7458731569,228560.219,251330.13,352005.187576
2021-11-03,XYZ,Household,249315.458,1108.0,2,0,0,3,0,0,-0.566169617604282,5982522.985088999,375731.7458731569,574684.181,592195.489002,303022.3260042857
2021-11-04,ABC,Beverages,255926.913,1256.0,3,0,1,4,0,0,0.026518431921698227,6238449.898088999,416594.60445696174,249315.458,262403.349,302097.1208614286
2021-11-04,ABC,Grocery,522916.128,2648.306,3,0,1,4,0,0,1.0432244576013,6761366.026089,416594.60445696174,255926.913,199145.59601,348350.0540028572
2021-11-04,ABC,Household,243260.745014,921.0,3,0,1,4,0,0,-0.5347996896856086,7004626.771102999,416594.60445696174,522916.128,397946.965024,326252.02257285715
2021-11-04,XYZ,Beverages,237710.29,914.0,3,0,1,4,0,0,-0.022816895564800377,7242337.061102999,416594.60445696174,243260.745014,209100.513996,330339.1334305714
2021-11-04,XYZ,Grocery,510482.668,3268.081,3,0,1,4,0,0,1.1474992437222635,7752819.729102999,416594.60445696174,237710.29,228560.219,370613.769002
2021-11-04,XYZ,Household,228511.923005,948.0,3,0,1,4,0,0,-0.5523610548811033,7981331.652107999,416594.60445696174,510482.668,574684.181,321160.58928842854
2021-11-05,ABC,Beverages,255695.365,991.0,4,0,0,5,0,0,0.11895852801696138,8237027.017107999,443157.94457545097,228511.923005,249315.458,322072.00457414286
2021-11-05,ABC,Grocery,479383.66397,2654.582,4,0,0,5,0,0,0.8748234406595521,8716410.681077998,443157.94457545097,255695.365,255926.913,353994.39756985713
2021-11-05,ABC,Household,265589.69202,986.0,4,0,0,5,0,0,-0.44597675727927866,8982000.373097999,443157.94457545097,479383.66397,522916.128,317233.47814414283
2021-11-05,XYZ,Beverages,217746.0,910.0,4,0,0,5,0,0,-0.18014137392198637,9199746.373097999,443157.94457545097,265589.69202,243260.745014,313588.51457071427
2021-11-05,XYZ,Grocery,557072.729,3287.828,4,0,0,5,0,0,1.5583603326811977,9756819.102098,443157.94457545097,217746.0,237710.29,359211.72014214285
2021-11-05,XYZ,Household,222311.011,963.0,4,0,0,5,0,0,-0.6009300053171334,9979130.113098,443157.94457545097,557072.729,510482.668,318044.3405707143
2021-11-06,ABC,Beverages,241963.0,884.0,5,1,0,6,0,0,0.08839863087123478,10221093.113098,419304.4207309235,222311.011,228511.923005,319965.9229985714
2021-11-06,ABC,Grocery,548660.9,2614.006,5,1,0,6,0,0,1.2675404917280741,10769754.013098,419304.4207309235,241963.0,255695.365,361818.14228428574
2021-11-06,ABC,Household,284326.0,1152.0,5,1,0,6,0,0,-0.48178191666291514,11054080.013098,419304.4207309235,548660.9,479383.66397,333952.7617171429
2021-11-06,XYZ,Beverages,262426.08,1086.0,5,1,0,6,0,0,-0.07702397951647044,11316506.093098,419304.4207309235,284326.0,265589.69202,333500.8171428572
2021-11-06,XYZ,Grocery,622856.562004,3625.864,5,1,0,6,0,0,1.3734552678758143,11939362.655102,419304.4207309235,262426.08,217746.0,391373.754572
2021-11-06,XYZ,Household,305140.577002,1315.0,5,1,0,6,0,0,-0.5100949470288467,12244503.232104,419304.4207309235,622856.562004,557072.729,355383.44714371435
