Quantity
917.0
2360.4
1043.0
779.0
2987.06
1124.0
1140.0
3021.68
1195.0
922.0
3623.72
1196.0
837.0
2155.13
819.0
841.0
3288.1
1108.0
1256.0
2648.31
921.0
914.0
3268.08
948.0
991.0
2654.58
986.0
910.0
3287.83
963.0
884.0
2614.01
1152.0
1086.0
3625.86
1315.0
937.0
2646.82
998.0
1043.0
3608.96
1252.0
974.0
2326.64
883.0
677.0
2879.41
944.0
815.0
2489.05
930.0
971.0
3608.11
1118.0
924.0
2876.36
1160.0
934.0
3666.63
1082.0
1017.0
2745.73
1482.0
1104.0
3559.72
1120.0
1074.0
2788.65
1036.0
920.0
3074.07
1000.0
1273.0
2732.55
1125.0
1076.0
3284.4
1048.0
921.0
2602.42
993.0
1220.0
4138.39
1158.0
762.0
2390.93
830.0
824.0
3131.84
972.0
1023.0
2106.72
778.0
940.0
3199.6
966.0
985.0
2885.5
998.0
924.0
3375.55
936.0
756.0
2247.0
907.0
1023.0
3406.61
1214.0
880.0
2168.21
755.0
828.0
3096.73
895.0
937.0
2340.14
988.0
1170.0
3669.87
1219.0
870.0
2133.78
868.0
1056.0
3464.8
1103.0
946.0
2262.3
914.0
722.0
2500.75
729.0
1202.0
2105.91
812.0
834.0
2830.03
915.0
1062.0
2093.94
862.0
663.0
2991.71
733.0
1302.0
3301.46
1162.0
1014.0
3250.02
1183.0
1144.0
3452.22
1235.0
1016.0
3201.59
1060.0
1267.0
3081.4
1141.0
1263.0
3883.66
1347.0
1179.0
3174.37
1256.0
1247.0
4362.63
1445.0
902.0
2557.85
1066.0
968.0
3128.67
967.0
1121.0
2610.87
1002.0
1032.0
3611.74
1087.0
1015.0
2893.41
1195.0
1056.0
3262.58
1170.0
1308.0
2631.07
1236.0
1071.0
3223.01
1039.0
1577.0
2679.06
1127.0
1409.0
3628.2
1288.0
1143.0
2714.32
1170.0
1364.0
3914.74
1275.0
1111.0
2588.77
1232.0
1138.0
4131.75
1466.0
1019.0
2178.01
1079.0
827.0
2828.31
1025.0
1135.0
1906.29
824.0
875.0
2704.63
881.0
1026.0
2357.36
981.0
1102.0
2846.03
848.0
1310.0
2315.72
1006.0
1104.0
3219.3
1050.0
1517.0
2564.63
1155.0
1225.0
3042.48
998.0
1289.0
3041.04
1409.0
1246.0
3661.5
1214.0
1040.0
2599.48
1157.0
1155.0
3849.98
1409.0
919.0
2539.44
882.0
864.0
2993.16
1164.0
1446.0
2404.47
1119.0
944.0
3838.67
1007.0
998.0
2272.71
806.0
984.0
2996.92
909.0
1748.0
4088.51
943.0
996.0
3205.7
971.0
1150.0
2327.1
1041.0
1021.0
3438.82
952.0
1300.0
2605.08
1030.0
980.0
3921.22
1280.0
991.0
2660.29
974.0
1462.0
3993.65
1372.0
1304.0
2611.9
1219.0
888.0
2863.37
1001.0
1065.0
2690.96
1075.0
845.0
2962.19
987.0
1525.0
2809.73
1316.0
998.0
3367.02
1035.0
1553.0
3126.11
1380.0
979.0
3613.42
1104.0
1340.0
7787.29
1311.0
1489.0
4525.66
1462.0
936.0
1968.77
913.0
1028.0
3841.52
1182.0
778.0
1884.13
865.0
998.0
3534.53
1399.0
928.0
2135.61
909.0
964.0
3114.2
1162.0
1031.0
2541.98
1074.0
960.0
2976.8
950.0
1046.0
3166.76
977.0
971.0
4064.3
1256.0
1365.0
3125.22
1245.0
1095.0
4390.42
1403.0
1726.0
4598.3
1606.0
1761.0
5963.38
1646.0
1137.0
2129.54
718.0
894.0
3024.88
852.0
887.0
2247.0
1074.0
1044.0
3695.19
1312.0
957.0
2190.39
1002.0
645.0
2396.28
844.0
802.0
2380.8
1214.0
953.0
3212.01
1085.0
785.0
2154.73
906.0
773.0
2668.15
949.0
1223.0
2310.03
983.0
816.0
3218.34
1020.0
1610.0
2594.46
1194.0
1105.0
3302.79
971.0
1442.0
3064.78
1093.0
1274.0
3516.56
1148.0
1052.0
2760.46
1152.0
1159.0
4164.64
1458.0
1079.0
2214.61
1144.0
903.0
3089.55
1057.0
1359.0
2881.71
1101.0
932.0
3378.66
1154.0
950.0
2204.19
949.0
837.0
2899.54
940.0
1414.0
2705.3
1146.0
855.0
3058.63
957.0
866.0
2187.5
799.0
1078.0
2859.48
987.0
1034.0
2107.41
801.0
990.0
3226.08
1115.0
808.0
1779.44
724.0
842.0
3108.16
1177.0
1540.0
1887.07
747.0
1297.0
3487.21
1363.0
1473.0
2574.99
1112.0
854.0
2794.62
1046.0
1237.0
1882.58
812.0
1027.0
2409.32
883.0
1033.0
2079.78
995.0
903.0
2686.04
968.0
1161.0
2371.41
955.0
993.0
2753.86
821.0
1257.0
2267.43
1190.0
924.0
3362.03
1125.0
868.0
2152.11
874.0
1278.0
4184.33
1363.0
992.0
2317.78
935.0
769.0
2562.31
946.0
874.0
2729.12
1128.0
886.0
3661.5
1187.0
1095.0
2612.75
1155.0
1123.0
2913.41
1103.0
1253.0
2602.14
991.0
1170.0
3012.13
1091.0
1319.0
2358.76
1062.0
1336.0
3162.79
1051.0
966.0
2587.44
1236.0
1255.0
3539.0
1205.0
923.0
2869.22
1170.0
1048.0
4040.21
1298.0
887.0
2603.87
1115.0
791.0
2996.91
1141.0
